,User Name,Followers,Tweet,Polarity
8529,Yicai Global 第一财经,262373,a group of 10 chinese medics departed chengdu china s sichuan province today for azerbaijan to help the country fi,0
5855,Ericsson,260900,staying connected has been as crucial as water and electricity over the last few months we talk about how critical,-0.05
1514,azfamily 3TV CBS 5,259312,covid19 testing sites in arizona are seeing a huge drop in demand due to long wait for results morganloewcbs5 h,0.075
979,وزارة الصحة ووقاية المجتمع الإماراتية - MOHAP UAE,258613,guidance for discharge and ending isolation for covid 19 patients coronavirus covid19 mohap uae,0
7014,FRANCE 24 English,257579,in japan geishas are grappling with covid19 social distancing rules which have made tea ceremonies dancing,0.033333333
4968,News24,255943,single day spike of 47 704 positive cases amp 654 deaths in india in the last 24 hours total covid19 positive case,0.076623377
8551,Amina J Mohammed,252690,wfh during covid19 has hit pause on a lot of things it s given us a moment to reflect on what globalgoal 12 r,0
406,Holly Figueroa O'Reilly,249806,so sinclair is going to run that qanon conspiracy theory bs plandemic a documentary that claims among other,-0.0625
4523,Newsonepk,243788,it s world hepatitis day a hepatitisfreefuture is within reach prevent infection among newborns stop mothe,0
76,Eric Feigl-Ding,243297,at some point in a pandemic i will fall for dog memes too covid19 ht lunanharry,0
1921,8 News NOW,243124,marshals test positive at least five clark county court marshals have tested positive for covid19 according to i,0.051515152
1785,CBC British Columbia,243118,interior health is urging people in kelowna and the okanagan to decrease the demand for covid19 testing by practis,0
3546,Starr103.5FM,242342,ghanaian times government eases covid19 restrictions as ghana enters second phase combat against disease t,0
209,NEWS 1130,242265,have a question about covid19 send it in we ll try to get to the bottom of it as part of news 1130 gets answers,0
5520,Kanchan Gupta,241073,like everything chinese we will never know the truth about this claim the wuhanvirus could be yet another cover,0
3410,CNBC Africa,240972,how can southafrica finance the future in the world of covid19 nhlanhlanene mf has swapped finance for farming,0
3989,PM's Office of Japan,240933,pmopressconf ccs suga answered to questions on government measures against covid19 infection in japan including,0
6853,Marsha Collier,239906,techradio 1 2 covid19 tracing apps tiktok gt microsoft big tech hearings facial recognition at riteaid,0
1757,Guangming Daily,238548,coming from nigeria oscar has been an international student majoring in mechanical engineering in cug since last,0
6337,Heifer International,237361,join us monday for a discussion with oscar casta eda heifer senior vp for the americas on the role of women durin,0
2965,SidebarWithSindi,237336,there are no exceptions to the covid19 protocol nobody is excused from wearing a face mask in public social dis,0.016666667
4320,CapeTalk on 567AM,234363,on earlybreakfast with africamelane we ask will you be returning to an office environment post covid19 once we,0
2264,WION,234126,take a look at india s daily caseload trajectory and the number of coronavirus fatalities coronavirus covid19,0
1219,Biju Janata Dal,233716,odisha government will create forest product clusters for promoting sustainable livelihood and income generating,0
5174,NDTV Videos,232859,why rapid testing when false negatives high high court to delhi government read here,-0.026666667
5631,Library Journal,230501,research tools covid 19 map explorer provides access to dozens of datasets from over 20 sources,0
4732,Koimoi.com,229972,wwe will wrestlemania 37 be impacted by covid 19 vince mcmahon breaks silence wwe wwe wrestlemania covid19,0
6374,U.S. Southern Command,229111,covid19 support to honduras the united states through usaidhonduras delivered 160 donated ventilators to trea,0
8762,Rabbi Shmuley,225249,my big brother chaim moishe came out is the hospital thank gd after be in the icu for covid19 miracle here s we,0
7530,"I & PR Department, Odisha",224593,press release on covid19 1st august 2020,0
8481,The Global Fund,223828,deeply insightful piece by apoorva nyc until this year tb hiv amp malaria were on the run yet now as covid19 s,0
4527,هيئة الصحة بدبي,223689,the medical education and research department provided healthcare professionals with official and reliable covid19,0
240,Outlook Magazine,222071,serum institute of india sii which has partnered with astrazeneca for manufacturing the oxford vaccine candidate,0
2415,Tony Blair Institute,221285,if you re not careful covid19 brexit and the tech revolution are going to create an even bigger divide on social,0.027777778
5116,Asian Development Bank,220712,as lockdowns ease across asia pacific in the wake of covid19 one thing is clear a return to business as usual is,-0.075
8180,GautengGov,218537,covid19 data harmonisation process delays the release of daily statistics covid19sa gautengcovid19,0
2225,KVUE News,216934,contact tracing continues to be a challenge for austin public health austin covid19 coronavirus contacttracing,0
8960,Aviation Week,216823,craig caffrey our senior aerospace industry analyst forecast amp mro talks about the impact of covid19 on asia s,0
249,TV9 Kannada,216624,bengaluru countdown begins for largest covid care centre opening over 100 housekeepers appointed video link,0
1019,Winnie Byanyima,216561,the global covid19 crisis is feeding on amp widening existing inequalities tech billionaires are soaring ahead as m,0
1340,Swachh Bharat Urban,215475,ghaziabad municipal corporation is protecting its people from the menace of covid19 with the help of regular sanit,0
6171,Global Edmonton,214653,mandatory mask bylaws have been passed in several alberta municipalities but the rules vary by region here s a loo,0
6927,Sunrise Movement 🌅,211298,when covid19 hit there was rashida on the frontlines i started to feel like there were politicians who actually,0
2624,GOODTIMES,209778,gtbeeps pm narendramodi urges the youth to take a pledge of freedom from the covid19 pandemic amp take a resolve,0
27,Jim Roberts,209711,coronavirus update 7 25 2020 nearly 40 countries report record single day increases in infections us records o,0.014285714
3448,Anna Soubry,209230,covid19 stats,0
1199,NDMA India | राष्ट्रीय आपदा प्रबंधन प्राधिकरण,209196,covid19 how to wear amp dispose facemasks watch now amp protect yourself from coronavirus,0
100,Dr. Theresa Tam,208753,today s covid19 in info and updates goc website on coronavirus disease covid,0
323,WHO African Region,207838,over 10 000 health workers have been tragically infected with covid19 since the beginning of the pandemic who s,0
4935,Jenna Ellis,206734,twitter just censored and removed stella immanuel s words about covid19 covidcure hydrochloroquine because pres,0
8351,INTERPOL,206627,new we ve just published a report on the impact of covid19 on cybercrime corporations governments and critical,0.068181818
2159,Kristalina Georgieva,205421,a pleasure to meet japanembdc ambassador sugiyama last night and have the chance to thank him for japan s generou,0
1655,RAND Corporation,205115,here s some guidance for educators as they weigh options for helping kids catch up after covid19 shutdowns drawn,0
5399,Project Syndicate,205108,between covid19 the economy and climatechange the rule of law in europe has once again been relegated in the l,0
7423,Medscape,204261,covid19 can negatively impact every system in the body according to a new nature medicine review listen as,-0.081818182
417,TOI Mumbai,202642,chief minister uddhav thackeray today inaugurated a covid19 care centre and a testing lab in dombivli via video c,0
5152,Interaksyon,201542,the who said travel restrictions were not a long term answer it said proven strategies such as social distancing,0.019444444
7380,Governor Larry Hogan,201485,cecil county has now tested over 10 of its population for covid19 and i want to commend all of our local jurisdi,0
5019,10 News First,201102,the robo dogs spotted enforcing social distancing in singapore early in the covid19 pandemic have found a new job,0.08989899
5688,Dr. Robert R. Redfield,200962,covid19 can be spread by people who do not have symptoms amp do not know that they are infected cloth face covering,0
7338,Matt Schlapp,198761,the american people get it speakerpelosi said the quiet part out loud when she called covid19 the trump virus,0.033333333
3429,EUobserver,193678,belgium is now at 21 2 positive cases per 100 000 inhabitants over the previous 14 days covid19,0.03030303
4621,United Nations in India,193212,watch this video to see how you can protect yourself from the coronavirus supervillain mevscovid19 covid19 vi,0
8827,All India Mahila Congress,191310,we wish a speedy recovery to former chief minister of karnataka amp leader of opppsition in karnataka shri,0
4117,Laurie Garrett,191109,i ll be on joenbc morningmika msnbc at 7 15 ish tomorrow am monday talking about covid19 and opening schools,0
